Word,Entropy
abraded,-0.024759820607042345
abrader,-0.023074791651189475
abrades,-0.010265647725484859
abraham,-0.0474650747974522
abramis,-0.013025116875019577
abrasax,-0.04652789030581622
abrased,-0.012289229331842875
abraser,-0.017379585998259277
abraxas,-0.0375580088408465
abrazos,-0.020113835058863123
abreact,-0.01602491843662
abreast,-0.012087413059548953
abricot,-0.01044732715939539
abridge,-0.01177904922514378
abroach,-0.02297499416503387
abronia,-0.013474480532217397
abrosia,-0.013048718896020212
abrotin,-0.008270687892564172
absalom,-0.019405455804395302
abscess,-0.02973610064963987
abscind,-0.009772014546120006
abscise,-0.012908225924219027
absciss,-0.025803204555075076
abscond,-0.011779029948931576
abseils,-0.010833213115913051
absence,-0.012579735456483984
absents,-0.013069643791314266
absinth,-0.011424156016164451
absolve,-0.014443508192518316
absorbs,-0.02732180949813404
absorpt,-0.011924441756529099
abstain,-0.011816804521480947
abstort,-0.0151892016582323
absurds,-0.01954146422212214
absvolt,-0.01606391874948653
abthain,-0.017925838701359678
abtruse,-0.009010471498395603
abubble,-0.04266283854094304
abuleia,-0.01600514104289946
abulias,-0.010964594108816273
aburban,-0.03205290065708548
aburton,-0.011003617099579513
abusage,-0.020815643392759303
abusers,-0.015323338015585752
abusing,-0.012866763925664658
abusion,-0.00925605724523411
abusive,-0.013906430966426664
abuttal,-0.034467374365659824
abutted,-0.019085039801783752
abutter,-0.015559782302260572
abvolts,-0.014356725551284418
abwatts,-0.03752810236456056
acacian,-0.034842569961668526
acacias,-0.026876111722939345
acaciin,-0.032626022132207555
acacine,-0.017692824446562203
academe,-0.01969362383788564
academy,-0.027618573588372195
acadian,-0.021266066107733468
acajous,-0.02116594772933942
acaleph,-0.021744429125348835
acantha,-0.03416981654903683
acanthi,-0.018151957741662565
acapnia,-0.030121257511778316
acarari,-0.037039059191489754
acardia,-0.025060556730889208
acarian,-0.01670979658672754
acarida,-0.02080750769731469
acarids,-0.008613071973718422
acarina,-0.016885709031504794
acarine,-0.00860825745624695
acaroid,-0.012555800070401716
acastus,-0.020746876072671602
acatery,-0.016586509335160017
acaudal,-0.03444545391070022
accable,-0.03309129546784207
acceded,-0.04057457503758958
acceder,-0.020654456840210503
accedes,-0.016611594490605466
accents,-0.012306161783421183
accepts,-0.01666362325513173
accerse,-0.01643445063603688
accidia,-0.04739585505332514
accidie,-0.025742703328338067
accinge,-0.018663953213993275
acclaim,-0.03033039534302497
accoast,-0.02265151664636651
accoyed,-0.02434012077263567
accolle,-0.027040427825234088
accompt,-0.030434048071621228
accords,-0.015436715026291131
accosts,-0.02482183331559506
account,-0.018496015451593996
accourt,-0.017848434504310083
accrete,-0.01630857470255994
accrual,-0.028314179517518266
accrued,-0.01627716921730149
accruer,-0.023308116593171873
accrues,-0.010862075275055503
accueil,-0.016664854664923068
accurre,-0.024909789537983687
accurse,-0.014457521998790083
accurst,-0.01703349861657233
accusal,-0.0300111801350442
accused,-0.01714590161161403
accuser,-0.01342023273549809
accuses,-0.02115722127468552
accusor,-0.017576504978758737
acedias,-0.009488196133218591
acemila,-0.014840975750885627
acephal,-0.027132714391999435
acepots,-0.009431130607833103
acequia,-0.031242693110811702
acerata,-0.022755478928252852
acerate,-0.014314273662538669
acerbas,-0.013401420286282547
acerber,-0.021594519156938937
acerbic,-0.020420623913341807
acerbly,-0.017677406878484105
acerdol,-0.010191366274812189
acerola,-0.012630798142610412
acerose,-0.008733024440574784
acerous,-0.007707340590923987
acerval,-0.022229211121627884
aceship,-0.014683743089628167
acestes,-0.013135804287175186
acetals,-0.009405019277561539
acetary,-0.01715973853029146
acetars,-0.008780573186606041
acetate,-0.026930335707867105
acetiam,-0.01381902695082292
acetify,-0.016746754754995364
acetyls,-0.009851598089043406
acetine,-0.0076563912942811075
acetins,-0.005272666545855464
acetite,-0.0147946198622213
acetize,-0.014923141172349427
acetoin,-0.00832902224627057
acetone,-0.008988528365539284
acetose,-0.009253246319936941
acetous,-0.008226307248703262
achaean,-0.03014187965715129
achaeta,-0.03198591468578433
achagua,-0.0545352776125271
achango,-0.027246997384678364
achaque,-0.038242443638073366
acharya,-0.05311372839791153
acharne,-0.014478003541203462
achates,-0.011289092132835571
achenes,-0.009805360125441968
achenia,-0.01946553862393802
acheron,-0.01226925464042096
achiest,-0.00973383403921953
achieve,-0.02019350477779402
achigan,-0.02328291918213771
achylia,-0.02829051286451201
achymia,-0.03789329360643578
achiote,-0.010677496472050635
acholia,-0.01866010704271131
acholic,-0.023211813770899238
acholoe,-0.01929773466112933
achroma,-0.023433474336708997
achuete,-0.014939784480744686
acyclic,-0.04716008203239292
acicula,-0.028300697507924345
acidify,-0.03398990939275416
acidite,-0.011899847577547414
acidity,-0.019954588600377837
acidize,-0.022887323684143788
acidoid,-0.030027724794588772
acieral,-0.012436322705481423
acyesis,-0.016822446770843377
acyetic,-0.023696807805512525
aciform,-0.015176185679415758
acylase,-0.016538668044261205
acylate,-0.018077659282567368
acilius,-0.010883483209549473
acyloin,-0.011916460270782114
acyloxy,-0.05132915141276686
acinary,-0.015647955098562778
acineta,-0.011180378831588544
acinose,-0.00693449828116397
acinous,-0.0076217133885274485
acinuni,-0.02840757730122239
acystia,-0.017658168084810417
aciurgy,-0.017562155539615664
acknown,-0.04198686033139922
aclemon,-0.011663422567084795
aclydes,-0.00935401668786139
aclinal,-0.022598842695678856
aclinic,-0.025344886530361425
acmatic,-0.03168945221157241
acnemia,-0.017580785431762697
acnodal,-0.01536783998619406
acnodes,-0.006316591361724719
acoasma,-0.032341059619417134
acocotl,-0.03091811571415392
acolhua,-0.02157515563483335
acolyte,-0.011921196549509938
acolyth,-0.01874781494213096
acology,-0.031749674500179896
acolous,-0.014666622411507168
acomous,-0.019998297978496143
aconine,-0.011961650515555563
aconite,-0.006668080618407919
acontia,-0.012507915691499154
acorned,-0.007488876474655463
acosmic,-0.01996125023253632
acouasm,-0.017911999514892574
acouchi,-0.03075442778959804
acouchy,-0.04431925479451727
acousma,-0.02073669142925927
acquent,-0.016325972051020796
acquest,-0.017073941243669597
acquiet,-0.01205867903052291
acquire,-0.012304193341986779
acquist,-0.01514474050783807
acquits,-0.013074992373253252
acraein,-0.009508672006157792
acrania,-0.02052201905732061
acrasia,-0.01962528513004575
acrasin,-0.010233800021240571
acratia,-0.02037705060260376
acreage,-0.017007523353681022
acreman,-0.01589542311082819
acremen,-0.009540189747004954
acridan,-0.012443767858971222
acrider,-0.011786910518038202
acridic,-0.026224312686867427
acridid,-0.02534830635718525
acridyl,-0.012977339082231552
acridin,-0.013231846313635661
acridly,-0.012633773482658726
acrylic,-0.020762600926250117
acrylyl,-0.04247681742370744
acrinyl,-0.010986633622733609
acrisia,-0.016972849983506705
acritan,-0.010287767745935513
acritol,-0.007413851188970716
acroama,-0.02927702178149161
acrobat,-0.016324623850061403
acrodus,-0.008686211592291757
acrogen,-0.007900347634241021
acromia,-0.01583347163259659
acronal,-0.012015733897523723
acronic,-0.01440331615617969
acronyc,-0.02286107968817647
acronym,-0.01544517274786902
acronyx,-0.022449073330228563
acroter,-0.010461499710944127
acrotic,-0.014380422819451235
actable,-0.016596992192914082
actaeon,-0.011569347848163889
actinal,-0.012214114468466125
actings,-0.008322416174959029
actinia,-0.020477681501463448
actinic,-0.025329811398523642
actinon,-0.014518623055895068
actions,-0.0058418590753725776
actious,-0.007895420861180837
actives,-0.00834467339668478
activin,-0.021951168769018436
actless,-0.010387477922188785
actress,-0.01004702373004453
actuals,-0.011468119386725902
actuary,-0.019905848130874485
actuate,-0.025103036967005842
actuose,-0.0085787115585187
acubens,-0.009714592977756174
acuerdo,-0.012999823082924397
aculeae,-0.014356536190846892
aculeus,-0.014124011778618346
acumble,-0.01716370943000533
acumens,-0.009037421910845427
acushla,-0.020453206381439486
acustom,-0.013130969359596675
acutate,-0.024509215107767143
acutely,-0.013588003815356556
acutest,-0.01545873413010143
acutish,-0.010669131729849256
adactyl,-0.024429179140804388
adagial,-0.026381827687938928
adagios,-0.010759203800000897
adamant,-0.027218077396899302
adamine,-0.012026486622248634
adamite,-0.011744459763187288
adamsia,-0.02864047589874665
adangle,-0.015715055593242315
adapted,-0.02399938424067738
adapter,-0.01238496974227711
adaptor,-0.014884094369794642
adawlut,-0.024052860988908558
adaxial,-0.03576785082532157
adazzle,-0.041699417990603595
adcraft,-0.022094959107001214
addable,-0.03203145757185161
addaxes,-0.02851089779863185
addedly,-0.04915609185193127
addenda,-0.05114287743698293
addends,-0.024315664928823914
addible,-0.01892797155527744
addicts,-0.014283271843841655
addison,-0.015431376649405667
additum,-0.023628198096806958
additur,-0.015964043024587277
addling,-0.018971115119872834
addlins,-0.010060433170368985
address,-0.018938070022682274
addrest,-0.012265799662857235
adduced,-0.035847770001116275
adducer,-0.017749404664958102
adduces,-0.014605866058432173
adducts,-0.018329421354574764
addulce,-0.019854972537395914
adeemed,-0.043950824015097076
adelges,-0.010006374734087204
adelina,-0.010510160807808996
adeline,-0.007838889400262861
adeling,-0.009871178185062572
adelite,-0.008145414057244876
adeliza,-0.02040134770113855
adelops,-0.009103633431973944
adelphi,-0.015881947904603278
adenase,-0.013303134281942647
adenyls,-0.009925135704703995
adenine,-0.014739492163109658
adenoid,-0.015562926592639375
adenoma,-0.018028938089276216
adenose,-0.009314484578317017
adenous,-0.008150908911617639
adepter,-0.012619335599718487
adeptly,-0.017071157531848482
adermia,-0.015711666381579045
adermin,-0.00977994047102005
adeuism,-0.010263262010750996
adevism,-0.014865945249057858
adfroze,-0.02111301184894477
adharma,-0.04447835951614811
adhered,-0.023924963320939945
adherer,-0.02211896025898394
adheres,-0.010340298825873895
adhibit,-0.024415744754793554
adiabat,-0.030511079217269945
adiated,-0.017375445014320083
adibasi,-0.02635648967394516
adicity,-0.02038121199664999
adience,-0.010980812206648224
adynamy,-0.05122468908325807
adinida,-0.03577547286640571
adinole,-0.007135336002214868
adipate,-0.013864834034386871
adipoid,-0.03330905316762809
adipoma,-0.02218223499248855
adipose,-0.009071148478832114
adipous,-0.010624917768529162
adipsia,-0.025830449780182126
adipsic,-0.020873305346828255
adjiger,-0.01560608036228829
adjoins,-0.010835753040344539
adjoint,-0.013374815711757547
adjourn,-0.01703808522118187
adjoust,-0.0188413091068961
adjudge,-0.043824198577133884
adjunct,-0.022422520914865993
adjured,-0.027553220425634142
adjurer,-0.025418266534639883
adjures,-0.011903895582110097
adjuror,-0.0320483990945886
adjusts,-0.02842188138457204
adjutor,-0.018006143401398448
adlumia,-0.019643797097129892
adlumin,-0.011953505748952268
admetus,-0.010148101383469398
admiral,-0.016290469803721737
admired,-0.015003483290917767
admirer,-0.01362885691238427
admires,-0.006559154144931821
admitty,-0.027403400034916252
admixed,-0.02972800350661967
admixes,-0.012754580906221044
adnexal,-0.024683741933055434
adnexed,-0.03206348329758507
adnouns,-0.013707213581095674
adonean,-0.020651472429003507
adoniad,-0.018809777759310916
adonian,-0.018472309112268496
adonist,-0.00670409198448811
adonite,-0.006436902139349094
adonize,-0.012264256431986137
adopted,-0.017266387009043066
adoptee,-0.011805390736066948
adopter,-0.008860182809110658
adorant,-0.010127763845700126
adorers,-0.010130139355380468
adoring,-0.009582247040347954
adorned,-0.011969811156686553
adorner,-0.010878148234348513
adornos,-0.011434045846919557
adorsed,-0.011806014378226466
adossed,-0.021206749801099538
adossee,-0.01415353386455505
adoulie,-0.009025972974691529
adoxies,-0.008981997131286886
adpress,-0.01340619965301412
adreamt,-0.014440211960231559
adrenal,-0.012109451439571452
adrench,-0.012314569613626309
adrenin,-0.012239515980570676
adriana,-0.017885377931945043
adrowse,-0.01031211813752757
adsmith,-0.01137283253422586
adsorbs,-0.01675385860613968
adtevac,-0.02662718098633616
adulate,-0.012891214100002235
adullam,-0.03866507118894528
adulter,-0.007580064297325223
adultly,-0.02854463797335656
adurent,-0.007450570105428249
advaita,-0.03330942054955479
advance,-0.02365483668817702
advects,-0.013273951230561751
advenae,-0.02601947912041628
advents,-0.011084576056938357
adverbs,-0.015640261622104006
adversa,-0.020164847853616788
adverse,-0.01622793890522921
adverts,-0.010781323820451553
advices,-0.010572078269195529
advisal,-0.021262883264930258
advised,-0.020081960141142784
advisee,-0.013953071462694698
adviser,-0.010380718775074455
advises,-0.016025982029975686
advisor,-0.012730809934889922
advoyer,-0.01785033831373886
advowee,-0.026468389219679905
advowry,-0.036719451655895914
adwesch,-0.022828701321149177
adzooks,-0.038712733324460076
aecidia,-0.020373932391806175
aedeagi,-0.020728476361176175
aediles,-0.006682542313139705
aedilic,-0.012911168381317114
aefaldy,-0.027751856122914528
aefauld,-0.019850171626662468
aegagri,-0.021738112197220345
aegipan,-0.015791989223935186
aegises,-0.012241231563456766
aeneous,-0.0073988849110371395
aenigma,-0.016924517716144127
aeolian,-0.00746561802378998
aeolina,-0.007612422254245479
aeoline,-0.0061150835088260485
aeolism,-0.006287593135202008
aeolist,-0.004678766447873116
aeonial,-0.007704636251741353
aeonian,-0.01380970066580105
aeonist,-0.004795329703066211
aequian,-0.016895444652562274
aeraria,-0.02401032745973465
aerated,-0.010980543473572215
aerates,-0.007162924797457071
aerator,-0.013157417456634379
aerials,-0.005671683004568048
aerical,-0.009458129777760853
aerides,-0.006192832409905632
aeriest,-0.006113743245130504
aerobee,-0.01571158474115089
aerobes,-0.00738471349338324
aerobia,-0.012429549951629067
aerobic,-0.009529778324625524
aerobus,-0.0075007052655792494
aerocar,-0.016072274420529224
aerogel,-0.008337383586787442
aerogen,-0.008219470996740119
aerogun,-0.00895693578763298
aeronat,-0.00795626792584267
aeronef,-0.009940385456346443
aerosat,-0.0074702624570361295
aerosol,-0.009252164584263887
aerotow,-0.01591126702336443
aerugos,-0.006972905567031541
aesopic,-0.009024519321512436
aestive,-0.009983587983473282
aesture,-0.007333644003887798
aethers,-0.008462466927774377
aethusa,-0.013659484545785574
aetites,-0.00976953925369414
afacing,-0.02230665613889156
afdecho,-0.025443627226530357
afeared,-0.021038788226908713
afernan,-0.028431237150859635
affable,-0.0457642121341166
affably,-0.08525163261523404
affaire,-0.020595388856545545
affairs,-0.018360723655403182
affaite,-0.02445955845123672
affects,-0.02079663251194755
affiant,-0.02801369965390423
affiche,-0.030992591060843455
affying,-0.04097246100315118
affinal,-0.03352883373580061
affined,-0.019622619343287524
affines,-0.012786352639511354
affirms,-0.0210446130446786
affixal,-0.06465190887873241
affixed,-0.03740928492643452
affixer,-0.02857309646593758
affixes,-0.02450686227598351
afflate,-0.030452295841208697
afflict,-0.021852922450997778
affloof,-0.08568800750709137
afforce,-0.023165658581620792
affords,-0.021482540238565714
affrays,-0.03692408565685601
affreux,-0.041793394060673825
affront,-0.019162912297400404
afghani,-0.032142904693547
afghans,-0.024178897935452134
aflatus,-0.016067673075286823
aflaunt,-0.017965734791146243
aflight,-0.018838740835093726
aflower,-0.014417704147747169
afounde,-0.01453004818025742
afrasia,-0.024966206475523278
afreets,-0.010283903432336178
afresca,-0.018442630548844492
african,-0.016800609090206756
afright,-0.016460214994488784
aftergo,-0.015695642179763963
aftmost,-0.0259468429511499
aftosas,-0.023436026733983675
aftward,-0.029140573412568604
afzelia,-0.032440388807005685
agacant,-0.03041177043978844
against,-0.012288024001632755
agalaxy,-0.0798645889634283
agalena,-0.024863329330994496
agalite,-0.010795072295331817
agallop,-0.03568819131144419
agamete,-0.018638544898519713
agamian,-0.030017141020194347
agamist,-0.014136491425177701
agamoid,-0.0193478210638024
agamont,-0.0175491803810132
agamous,-0.016147557100341627
aganice,-0.013774044208804365
agapeic,-0.01947228529820916
agapeti,-0.017504671607035883
agarics,-0.009695141011853417
agarita,-0.019756964337290708
agaroid,-0.013237358176430958
agarose,-0.01069005662514331
agarwal,-0.04334784028558765
agathin,-0.0174187235124009
agathis,-0.013482887228527689
agatine,-0.010984810319838147
agatize,-0.01966073975376172
agatoid,-0.013352604979720052
agavose,-0.02034213684672432
ageable,-0.02501294788843167
ageings,-0.014173942837698959
ageisms,-0.016866079044112865
ageists,-0.012467992388236539
agelast,-0.01335224893674171
agelaus,-0.013270558617213978
ageless,-0.016195907510021573
agelong,-0.01906030728763214
agendas,-0.013853361286441428
agendum,-0.01847490232975725
agenize,-0.018641802578382063
agentry,-0.012935612886180513
ageusia,-0.01663605373610173
ageusic,-0.012833565752671307
aggadic,-0.038476233476938314
aggrace,-0.02776142732922086
aggrade,-0.027612296346562943
aggrate,-0.023104082422579744
aggrege,-0.03595578368924981
aggress,-0.02200327010281417
aggroup,-0.02736937298479816
aghanee,-0.01788059856521347
agialid,-0.025636283896343228
agyieus,-0.012533906828918159
agilely,-0.023631624726999794
agility,-0.020454300589955732
agynary,-0.04058519623051357
aginner,-0.012044554102557264
agynous,-0.01369729313518001
agyrate,-0.018378020087223678
agisted,-0.00762648028241583
agister,-0.006078607245863309
agistor,-0.007765660203997523
agitant,-0.02354425586213595
agitate,-0.021875192145566717
agitato,-0.025184317950497966
aglance,-0.01614002123526499
aglycon,-0.018098089799713148
aglypha,-0.0450033403521348
aglossa,-0.02290794242783226
aglucon,-0.01404034281260269
agnails,-0.00901153962733063
agnamed,-0.01790097692319682
agnates,-0.00829517094985198
agnatha,-0.0377226877894886
agnatic,-0.016258073294377076
agneaux,-0.03354211277821899
agnized,-0.015781109502988697
agnizes,-0.01008253051292293
agnoete,-0.010266109220682901
agnoite,-0.00796633010861277
agnomen,-0.01845994739077203
agnosia,-0.01404125219626075
agnosis,-0.012708315729143556
agnuses,-0.012036959274949181
agogics,-0.014767205686783762
agonied,-0.00834289998516208
agonies,-0.005405161023487133
agonise,-0.0077009590307898735
agonist,-0.007953561318870365
agonium,-0.01349786257761995
agonize,-0.015329204787464556
agoroth,-0.021152651678498516
agouara,-0.026408998075986834
agoutis,-0.00841932336317898
agpaite,-0.014651919197175425
agrafes,-0.012294033644260828
agraffe,-0.03632298079108899
agramed,-0.015643487552910965
agrania,-0.023199836439752004
agrapha,-0.045152904482619875
agraria,-0.03842622984858823
agravic,-0.025068379471359224
agreers,-0.014269695720976383
agreges,-0.013800439012784802
agreing,-0.014011635997052699
agrilus,-0.007313081954941101
agrised,-0.007197497250991031
agritos,-0.006297856017357988
agrotis,-0.006131875357444756
aground,-0.011804489289672737
aguador,-0.01727587317323674
aguamas,-0.03208979986282185
agudist,-0.01016915440887986
aguglia,-0.03156259205737827
aguroth,-0.01363719103942509
ahaaina,-0.03705085283167365
ahaunch,-0.04001997233292066
aheight,-0.02336501997159589
ahimsas,-0.025625942775443597
ahypnia,-0.027970746583641192
ahriman,-0.015703091868833105
ahuatle,-0.014506666134854872
ahungry,-0.02032720005005647
ahurewa,-0.023665401186359243
ayahuca,-0.06132726685687239
ayapana,-0.06869440611420043
aiawong,-0.019802490214935457
aiblins,-0.01036980390338807
aidable,-0.014329034705507022
aidance,-0.011717598928429466
aidless,-0.009317483730156877
aiglets,-0.006058751613399118
aigrets,-0.005645397054491818
ayyubid,-0.03909291465606041
aikidos,-0.01698661319901983
aikuchi,-0.03694445154199617
ailanto,-0.009513246137924142
aileron,-0.006506005092308099
ailette,-0.012940201758579725
ailment,-0.0066744848564387425
ailsyte,-0.007639113004777977
ailurus,-0.010661091281570827
ailweed,-0.012535010108593085
aimable,-0.016593132414894088
aymaran,-0.03811787848702625
aimless,-0.010635856452007092
ainaleh,-0.008959148016457013
ainsell,-0.008954000133903909
aionial,-0.013607952427197256
airable,-0.010671831533452547
airampo,-0.015610417510034022
airbags,-0.012062146480929825
airbill,-0.02128933022807313
airboat,-0.01086921200915005
airborn,-0.01206786698037485
aircrew,-0.013730901778103806
airdate,-0.008236099564502516
airdock,-0.012703554504729351
airdrop,-0.015922598034455438
airfare,-0.018765862012332553
airflow,-0.015375273800735504
airfoil,-0.014943815476884838
airglow,-0.012418763210059093
airhead,-0.011243117232835968
airiest,-0.007676233320007273
airings,-0.010190106517649965
airless,-0.006953494421342862
airlift,-0.013251479702712095
airlike,-0.011607702974869029
airline,-0.007249942154921915
airling,-0.011713261780683734
airlock,-0.010527134079601382
airmail,-0.017499519188903436
airmark,-0.02810778457787865
airmass,-0.014298714357606135
airpark,-0.028220143351021767
airplay,-0.016493217003675596
airplot,-0.007278764627745127
airport,-0.011914215159007853
airpost,-0.006726824308149928
airshed,-0.006448601666261636
airship,-0.015160110452333078
airsick,-0.015064926784263065
airsome,-0.006139871583824601
airthed,-0.006385679574050862
airtime,-0.009385189724678564
airting,-0.011412522255152368
airview,-0.017832630278093082
airways,-0.015233187706690462
airward,-0.0255553158678257
airwash,-0.016403339963435657
airwave,-0.020781160516917346
airwise,-0.01110322295750792
aisling,-0.012696058325971956
aitches,-0.0063878260369744375
aitesis,-0.0144551068027905
ayubite,-0.013151557488124589
aywhere,-0.02453420614994125
ajangle,-0.02528824734943408
ajitter,-0.016221762580060316
ajivika,-0.08221373332105612
ajowans,-0.023071682511550572
akaakai,-0.11663712163825779
akamnik,-0.04052232402967556
akazgin,-0.040720074155089436
akepiro,-0.012383343737083025
akerite,-0.010197116255522939
akhyana,-0.06343119851906259
akhlame,-0.02776644708165756
akhoond,-0.03035002986599624
akindle,-0.010560374206703645
akinete,-0.011110897157754486
akmudar,-0.027989162169664315
akoasma,-0.04150764462486758
akontae,-0.01477684152509572
akroter,-0.013540975527054787
akvavit,-0.05318888634929203
akwapim,-0.046642940945298784
alabama,-0.07861243569997044
alachah,-0.07014772932989598
alacran,-0.022943332419542606
aladdin,-0.02221160173483279
aladfar,-0.035608409336924586
alalite,-0.013731370076670862
alameda,-0.028739676956218787
alamire,-0.008878305850266225
alamode,-0.01475634524204948
alamort,-0.011718587684726011
alamoth,-0.01811289393068525
alangin,-0.02500846446825216
alanyls,-0.022937793343271257
alanine,-0.013641251516830964
alanins,-0.011342378386734386
alannah,-0.04724910865150625
alantic,-0.011769124243648774
alantin,-0.01647765202926888
alantol,-0.018396027471106028
alarbus,-0.013315037909925576
alarmed,-0.012109873248450254
alarums,-0.012091321595046872
alascan,-0.0220932140428494
alaskan,-0.02945008701633696
alaskas,-0.0443323376731291
alaster,-0.007280658232120387
alastor,-0.008984764968580307
alatern,-0.008654524901114109
alation,-0.007933756711673772
albacea,-0.027591386191901754
albainn,-0.021095870760716732
albania,-0.027388765988169472
albarco,-0.019846026107143932
albatas,-0.022762170041677052
albedos,-0.00989721127659049
alberca,-0.01964045437515488
alberge,-0.01579202550856992
albergo,-0.014832726665957467
alberta,-0.01574257068532021
alberto,-0.01050651760370258
albetad,-0.01760866223629311
albinal,-0.02701404776188651
albines,-0.005797443280771766
albinic,-0.018883489994776168
albinos,-0.007879925054359088
albireo,-0.007886308882282873
albites,-0.005821281151898183
albitic,-0.018510242430094834
albizia,-0.04637920267603898
alborak,-0.02478007990606797
albruna,-0.016213218682474932
albumen,-0.011811554588392647
albumin,-0.01467807815103008
alcaaba,-0.07057719426662586
alcades,-0.009253408466898415
alcaics,-0.015201254960333511
alcaide,-0.010947430342691526
alcayde,-0.02140940288778205
alcalde,-0.024606273104000216
alcanna,-0.04192060232058246
alcazar,-0.04168367726249739
alchemy,-0.0220389696478146
alchera,-0.016076566212481536
alchimy,-0.01910079980610217
alchymy,-0.049826763433645005
alcidae,-0.012469500468367735
alcyone,-0.01090820778643724
alcippe,-0.018203367399608653
alcmene,-0.009792738742028177
alcoate,-0.011870049955165685
alcogel,-0.016354144802103274
alcohol,-0.04130920282360406
alconde,-0.009093519090041411
alcoran,-0.012671418791196851
alcosol,-0.02847220817295024
alcoved,-0.0142878618501357
alcoves,-0.009229170330895074
aldamin,-0.015874492546059958
aldazin,-0.02189275164098905
aldehol,-0.0213607009707031
aldimin,-0.017200948804192352
alditol,-0.014955778067399212
aldoses,-0.009855927299525289
aldrins,-0.004942929927696221
alebion,-0.00916960910297668
alebush,-0.01566673239703842
alecize,-0.015202187021888282
alecost,-0.008045753772364366
alegars,-0.010340877112239993
alehoof,-0.030210160536354575
aleyard,-0.017141347889954715
aleikum,-0.01716821326029188
alemana,-0.025716689513022355
alembic,-0.015548159880196845
alemite,-0.008832868416418642
alemmal,-0.05531044780838436
alencon,-0.015995288630673923
alength,-0.013042388361153696
alepine,-0.008762298203542518
alepole,-0.020800505896705568
alerion,-0.005991843880841613
alerted,-0.008970111645621325
alerter,-0.012892338923679037
alertly,-0.017622468539809987
aleshot,-0.009486454470751287
alethea,-0.014675483799646487
alethic,-0.011205041044260358
aletris,-0.00473792287533524
aleuron,-0.008494591302358521
aleutic,-0.009870106654443038
alevins,-0.007839448410416755
alewhap,-0.03589101334845719
alewife,-0.01905368874347741
alexian,-0.017022309342335756
alexias,-0.012939160843120748
alexine,-0.012452136002857108
alexins,-0.008473838759079462
alexius,-0.010554565263461452
alfakis,-0.02002929866329832
alfalfa,-0.1299845107017346
